2.857944720235589653e+00 2.375511802824179064e+00 1.910081476121409327e+00 1.473294824920038604e+00 1.078694603269400476e+00 7.398587198354956707e-01 4.675845751220119029e-01 2.667068831060277478e-01 1.337809047790713413e-01 5.712257811955415848e-02 1.993264425145276769e-02 5.400959430426064030e-03 1.065888055966815462e-03 1.413937536758857181e-04 1.140103749626901877e-05 4.926191245577698974e-07 9.739290229657750476e-09 7.228006366333027182e-11 1.571239636204241735e-13 7.331219243931855292e-17
2.872803805396185517e+00 2.394099119421824184e+00 1.931329792832752634e+00 1.495799101535706388e+00 1.100808118564190696e+00 7.598991147282344594e-01 4.841375701946824539e-01 2.789528937943405729e-01 1.417065287537052354e-01 6.147449615654033972e-02 2.188207228398128187e-02 6.078795310223027507e-03 1.237717878967117347e-03 1.707410759042985772e-04 1.445951386034364136e-05 6.643786102662771528e-07 1.418684753405248896e-08 1.159583207588362158e-10 2.844892992336207292e-13 1.544695727261875744e-16
2.887039947893829783e+00 2.412094768949162304e+00 1.952063692425398012e+00 1.517912975535124387e+00 1.122692600039181032e+00 7.798869860789179320e-01 5.007965940036198660e-01 2.914106630278238685e-01 1.498754881839064190e-01 6.603293860544046101e-02 2.396523700351001901e-02 6.821380917688107948e-03 1.431898096149286257e-03 2.052179685968840111e-04 1.823130596777246905e-05 8.894665591242641223e-07 2.047602207687272452e-08 1.838963768596085561e-10 5.077004285865953497e-13 3.196218656775591045e-16
2.900661322566613354e+00 2.429502427545814136e+00 1.972281176851876650e+00 1.539628312206372307e+00 1.144334540116140886e+00 7.998057575958003040e-01 5.175455919497660151e-01 3.040684405406940405e-01 1.582826132141680608e-01 7.079879157766896802e-02 2.618612382028146640e-02 7.632528533585579769e-03 1.650534191488335547e-03 2.455355989962494244e-04 2.285609232929181135e-05 1.182320227343453323e-06 2.928930220263721604e-08 2.883772203812723223e-10 8.933640223618178446e-13 6.497688818244913164e-16
2.913676498740813692e+00 2.446326414692626461e+00 1.991981110174778191e+00 1.560937963592557320e+00 1.165721378809921438e+00 8.196395561158665855e-01 5.343687959190285275e-01 3.169143091641932752e-01 1.669222738444700316e-01 7.577247928123968801e-02 2.854848549746012015e-02 8.516060241460015820e-03 1.895832792855861116e-03 2.924737004986146431e-04 2.849514877509294719e-05 1.560677396925257393e-06 4.153151319284310225e-08 4.472934403793692071e-10 1.550558806711931628e-12 1.298404927461104283e-15
2.926094065526810617e+00 2.462571214257152974e+00 2.011162665655714665e+00 1.581835183496008934e+00 1.186840936320386231e+00 8.393727103129794420e-01 5.512503235933812196e-01 3.299358941283908608e-01 1.757881832759131402e-01 8.095383466211268642e-02 3.105576096299289199e-02 9.475766546554700853e-03 2.170089873190205951e-03 3.468817420484092656e-04 3.533344930178817302e-05 2.046165051878630617e-06 5.839131466255283481e-08 6.864182444016776524e-10 2.655451763577792677e-12 2.551409311976646309e-15
2.937922860436685824e+00 2.478241765650189166e+00 2.029825666196524825e+00 1.602314000709420094e+00 1.207681799166113734e+00 8.589901258240766335e-01 5.681745143246298424e-01 3.431206298276399669e-01 1.848735732190548986e-01 8.634218234264112724e-02 3.371109312828897420e-02 1.051540005369922502e-02 2.475687372984403199e-03 4.096813798187746948e-04 4.358201783182043574e-05 2.664973698302289953e-06 8.141694892408336915e-08 1.042480664884157768e-09 4.488767485566498670e-12 4.932356914543711125e-15
2.949172202532272191e+00 2.493343784731532509e+00 2.047970979023665983e+00 1.622369668594330294e+00 1.228233800275796650e+00 8.784777652018417315e-01 5.851263720529832346e-01 3.564561261934320879e-01 1.941714521884172484e-01 9.193648132687541608e-02 3.651738176411165049e-02 1.163868442042692748e-02 2.815094188719893635e-03 4.818697229820288492e-04 5.348051579156470843e-05 3.448626078667922164e-06 1.126089608013900341e-07 1.567291537866132831e-09 7.492113333882111101e-12 9.384718680815353436e-15
2.959851111504168575e+00 2.507882724087863391e+00 2.065599275791486278e+00 1.641997307852792964e+00 1.248486647270611982e+00 8.978213719399037451e-01 6.020904816022770722e-01 3.699293361841556882e-01 2.036740309320876630e-01 9.773496942233703133e-02 3.947708774893528283e-02 1.284922348190056449e-02 3.190836224309714746e-03 5.645157428600960535e-04 6.529898150601534895e-05 4.434757741559719582e-06 1.545289947374405671e-07 2.333155149996515854e-09 1.235114672918309443e-11 1.758135487656981340e-14
2.969969123643390496e+00 2.521864866749840228e+00 2.082712347578564938e+00 1.661193365222533025e+00 1.268431428433895114e+00 9.170079153969074026e-01 6.190522848926829358e-01 3.835275744773335993e-01 2.133734353385391691e-01 1.037355805392249364e-01 4.259242357799699480e-02 1.415056333022027962e-02 3.605511325008913925e-03 6.587657429482436829e-04 7.934085366284085157e-05 5.668078416615548631e-06 2.104338449098678697e-07 3.440027459342271903e-09 2.011763056141823769e-11 3.244324784816098771e-14
2.979535723617062981e+00 2.535296563892796673e+00 2.099312191364148816e+00 1.679954610086180855e+00 1.288059596465993772e+00 9.360246449929198187e-01 6.359972788855268178e-01 3.972379034984829249e-01 2.232612839853636288e-01 1.099356816820522970e-01 4.586520406417938373e-02 1.554611818971919981e-02 4.061762224328029254e-03 7.658394831163145696e-04 9.594474734728350668e-05 7.201317040634353948e-06 2.844297248480327815e-07 5.024715059694828579e-09 3.238521686445987382e-11 5.899360509195020522e-14
2.988560510859810559e+00 2.548184458339164848e+00 2.115401280399630046e+00 1.698278438811237967e+00 1.307363291316846032e+00 9.548594131461332069e-01 6.529113166722816386e-01 4.110473877162594269e-01 2.333288725501815319e-01 1.163321768755506691e-01 4.929688207995833876e-02 1.703917001861688860e-02 4.562270860329637606e-03 8.870303579850212072e-04 1.154867854685072241e-04 9.096292714518870452e-06 3.816552392753285148e-07 7.272711030135436806e-09 5.154039269166549073e-11 1.057444857903522116e-13
2.997053177998521001e+00 2.560535456723131098e+00 2.130982533145239888e+00 1.716162846116688678e+00 1.326335321754997576e+00 9.735006745709553488e-01 6.697806274136572924e-01 4.249431280060522731e-01 2.435672070445356607e-01 1.229215225460602023e-01 5.288854140044684654e-02 1.863285098256454997e-02 5.109746758305869566e-03 1.023703813600603495e-03 1.383826627632782499e-04 1.142504570650125491e-05 5.084933893151014783e-07 1.043321318658201210e-08 8.111604586111928845e-11 1.869141264301800739e-13
3.005023491064265251e+00 2.572356703437041148e+00 2.146059283637952841e+00 1.733606397093612195e+00 1.344969146454462638e+00 9.919374839285823864e-01 6.865918340303057699e-01 4.389122943047140124e-01 2.539670369925239313e-01 1.296997445751065514e-01 5.664089158057886847e-02 2.033012672137723964e-02 5.706914876088082719e-03 1.177295097140588619e-03 1.650895561594173931e-04 1.427103406980705390e-05 6.728157283702008586e-07 1.483800745109330627e-08 1.262838765430095541e-10 3.259218427806860320e-13
3.012481271363688595e+00 2.583655556264796260e+00 2.160635253254468591e+00 1.750608199921495078e+00 1.363258854715142743e+00 1.010159491976266644e+00 7.033319687399829379e-01 4.529421565213259115e-01 2.645188883915000067e-01 1.366624568588740152e-01 6.055426484651464658e-02 2.213378053097785070e-02 6.356503013221340148e-03 1.349306334579873992e-03 1.961078466298100660e-04 1.773038818995331773e-05 8.842611942181987528e-07 2.092498619496227419e-08 1.945323639220769694e-10 5.608194672685717505e-13
3.019436378889650996e+00 2.594439563610045685e+00 2.174714523829654578e+00 1.767167879312774081e+00 1.381199146920969456e+00 1.028156940353838866e+00 7.199884865383703314e-01 4.670201136816101162e-01 2.752130963051914181e-01 1.438048812065997883e-01 6.462861496620248003e-02 2.404639857111064843e-02 7.061228889740344024e-03 1.541302939610765315e-03 2.319826182697907677e-04 2.191321375588938430e-05 1.154551906513462642e-06 2.926716733699546299e-08 2.965898195161624979e-10 9.526170260986981383e-13
3.025898739371552182e+00 2.604716511283057923e+00 2.188301602653405453e+00 1.783285658614832903e+00 1.398785432989896549e+00 1.045920774902883599e+00 7.365493887830643072e-01 4.811338171896383242e-01 2.860399108705091731e-01 1.511219186587193786e-01 6.886354733947867846e-02 2.607037031847654271e-02 7.823792381847924360e-03 1.754910892556447739e-03 2.733052019547304451e-04 2.694496920386881157e-05 1.497850507696484509e-06 4.060826403827763082e-08 4.476686946656476961e-10 1.597880310930908688e-12
3.031878195803678899e+00 2.614494189289772397e+00 2.201401116548420411e+00 1.798962001063380223e+00 1.416013448783542072e+00 1.063442270960878622e+00 7.530028908883044103e-01 4.952709053013196749e-01 2.969893057466974629e-01 1.586080211195552148e-01 7.325823480126687770e-02 2.820783472993552629e-02 8.646846750228536979e-03 1.991807537220550983e-03 3.207133044274064373e-04 3.296773067332362851e-05 1.931148744443144584e-06 5.590546702986735776e-08 6.691191848125557551e-10 2.647517612653638547e-12
3.037384639008722687e+00 2.623780596463917814e+00 2.214018080878218608e+00 1.814197929690361866e+00 1.432879609717682579e+00 1.080713399965987254e+00 7.693377779584702481e-01 5.094193213334503589e-01 3.080512328861969018e-01 1.662573642395295259e-01 7.781150783019673278e-02 3.046070942065010750e-02 9.533000294386754364e-03 2.253720158593970277e-03 3.748924112028373932e-04 4.014165468970794421e-05 2.474709926748466693e-06 7.638126171891833518e-08 9.906152488981633431e-10 4.334491516085029559e-12
3.042427976143454948e+00 2.632583900178824265e+00 2.226157852816137872e+00 1.828994978858036635e+00 1.449380967740567794e+00 1.097726800403706404e+00 7.855433965945917141e-01 5.235673271809071494e-01 3.192156492926365163e-01 1.740638717749373454e-01 8.252186322699321674e-02 3.283068328549645920e-02 1.048480474679021682e-02 2.542420571928014159e-03 4.365762710191220639e-04 4.864637762439348741e-05 3.152550732454233387e-06 1.035850692977554501e-07 1.453007833004346642e-09 7.014162261400050286e-12
3.047018075732091269e+00 2.640912349342198429e+00 2.237826016669744345e+00 1.843355060055758887e+00 1.465515069872034726e+00 1.114475644409592459e+00 8.016095446311399808e-01 5.377034256574990678e-01 3.304724708360426422e-01 1.820211890814458777e-01 8.738744276331979199e-02 3.531919429458046239e-02 1.150473729038031974e-02 2.859717178149563579e-03 5.065465963786266838e-04 5.868233642159546121e-05 3.992960837623252621e-06 1.394658786188367858e-07 2.112009942636470462e-09 1.122229548821631274e-11
3.051164687256353591e+00 2.648774120076287986e+00 2.249028162987272594e+00 1.857280187945458128e+00 1.481279651691640886e+00 1.130953325266590426e+00 8.175261814970002927e-01 5.518161180590503978e-01 3.418113891943818095e-01 1.901225559319910940e-01 9.240594787024083989e-02 3.792737294538386927e-02 1.259516711511533479e-02 3.207441209351163686e-03 5.856310973880337039e-04 7.047184458549360711e-05 5.029044537362018209e-06 1.864564014547636093e-07 3.042894052278630787e-09 1.775736049081047259e-11
3.054877649239881698e+00 2.656177705304457959e+00 2.259770440963006166e+00 1.870773166277334587e+00 1.496673416078105223e+00 1.147154277725276783e+00 8.332842313204437135e-01 5.658946294400196697e-01 3.532224658198228617e-01 1.983612347999572090e-01 9.757489907523606010e-02 4.065616515579219270e-02 1.375839656083041075e-02 3.587456087808610795e-03 6.747064388639998972e-04 8.426089309124305902e-05 6.299369543037255410e-06 2.475739868630917318e-07 4.346509835165160160e-09 2.779658193647912523e-11
